Date,市場名稱,絲瓜,花胡瓜,結球白菜,蘿蔔,胡蘿蔔,青蔥,胡瓜,青江白菜,空心菜,甘藍,香蕉,番石榴_珍珠,鳳梨_開英,荔枝_黑葉,火龍果_紅肉,芒果_愛文,木瓜,文旦,新世紀梨,檸檬,鳳梨_四號,火龍果_白肉,新興梨,橫山梨,牛心柿,甜柿,紅柿_軟柿,桶柑,椪柑,海梨柑,鳯梨_金鑽,柳橙,蓮霧,棗子,茂谷柑,芒果,大西瓜,小番茄_玉女,小番茄_聖女,花椰菜,洋蔥,大蒜,吳郭魚,虱目魚,金目鱸,龍虎班,午仔魚,白蝦,文蛤,里肌肉,後腿肉,五花肉,牛腱_冷凍牛肉,腿肉_冷凍牛肉,腩肉_冷凍牛肉,雞蛋,鴨蛋,肉雞,土雞,仿雞,鴨_土番鴨
24/03/2020,梧棲第一市場,30,50,40,28,22,50,30,35,35,35,30,35,33,0,50,0,35,0,50,50,33,50,50,0,0,0,0,0,0,0,0,35,80,80,35,0,0,100,90,35,30,120,50,100,120,0,100,260,80,110,90,110,0,0,0,35,42,0,110,100,100
24/03/2020,第五市場,50,0,40,50,30,50,40,75,0,0,30,60,0,0,0,0,80,0,0,70,0,0,65,0,0,60,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,80,70,120,80,140,30,32,0,0,0,0
24/03/2020,建國市場,30,25,20,15,20,30,20,20,20,20,30,25,25,0,90,90,35,0,0,30,25,120,0,0,0,0,0,30,0,0,258,25,80,60,50,70,20,40,40,30,22,50,80,96,112,160,180,240,120,105,80,110,160,140,180,35,52,75,85,85,70
24/03/2020,沙鹿市場,20,20,25,20,18,60,30,25,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,100,60,120,200,260,240,350,120,150,140,160,240,250,250,30,34,130,140,140,130
24/03/2020,第二市場,65,65,28,25,25,70,30,28,40,30,35,45,0,0,0,100,50,0,0,50,0,0,0,0,0,0,0,40,0,0,40,0,100,120,70,0,20,150,0,40,25,150,0,160,0,0,0,350,100,160,0,140,0,0,0,38,55,0,180,160,0
25/03/2020,中義市場,35,60,30,15,20,70,30,30,30,45,25,34,0,0,65,0,39,0,0,65,28,65,0,0,0,0,0,30,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/03/2020,第五市場,50,0,40,50,30,50,40,75,0,0,30,60,0,0,0,0,80,0,0,70,0,0,65,0,0,60,0,0,40,0,0,0,0,0,0,60,70,0,0,20,25,0,0,0,0,0,0,0,0,80,70,80,120,140,140,25,30,0,0,0,0
25/03/2020,大甲第二市場,30,50,30,20,25,35,28,22,0,18,0,0,0,0,0,0,50,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,120,5,6,0,0,0,0,0,135,120,135,180,150,0,0,0,90,120,0,100
25/03/2020,東光市場,40,55,28,25,25,50,35,35,30,20,35,39,0,0,100,120,45,0,0,40,32,110,0,0,0,0,0,45,0,0,32,20,95,120,65,0,0,150,0,30,25,80,80,90,145,0,300,300,120,140,120,130,260,0,260,38,60,90,135,120,110
25/03/2020,清水第一市場,35,50,20,15,20,30,30,20,35,20,40,30,0,0,0,0,50,0,0,80,0,0,0,0,0,0,0,0,0,0,25,25,120,90,45,0,0,170,0,25,20,50,55,80,110,170,220,200,80,135,115,125,200,160,180,38,46,90,110,110,90
25/03/2020,豐原第一市場,45,60,25,25,30,50,40,40,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,80,140,160,100,160,380,200,130,140,120,140,180,200,240,38,56,80,100,100,340
25/03/2020,建國市場,30,25,20,15,20,30,20,20,20,20,30,25,25,0,90,90,35,0,0,30,25,120,0,0,0,0,0,30,0,0,25,25,80,60,50,70,20,40,40,30,22,50,80,96,112,160,180,240,120,105,80,110,160,140,180,35,52,75,85,85,70
25/03/2020,沙鹿市場,25,20,25,25,20,60,30,25,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,100,50,120,180,250,260,350,120,150,140,160,240,240,250,30,32,130,140,140,120
25/03/2020,梧棲第一市場,30,50,45,25,22,50,30,35,35,35,30,35,33,0,50,0,35,0,50,50,33,50,50,0,0,0,0,0,0,0,33,30,75,70,33,0,0,100,90,35,30,80,50,100,120,0,100,250,75,110,90,110,0,0,0,35,40,0,110,100,100
25/03/2020,中義市場,30,49,20,15,25,45,25,25,25,35,25,34,0,0,95,150,35,0,0,35,25,0,0,0,0,0,0,45,0,0,28,25,59,49,0,150,0,100,69,25,35,90,4,8,0,0,16,240,130,110,100,125,200,190,200,38,60,130,150,120,100
25/03/2020,第二市場,65,65,28,25,25,70,30,28,40,30,35,45,0,0,0,100,50,0,0,50,0,0,0,0,0,0,0,40,0,0,40,0,100,120,70,0,20,150,0,40,25,150,0,160,0,0,0,350,100,160,0,140,0,0,0,38,55,0,180,160,0
26/03/2020,中義市場,35,60,30,15,20,70,30,30,30,45,25,34,0,0,65,0,39,0,0,65,28,65,0,0,0,0,0,30,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/03/2020,第五市場,50,0,40,50,30,50,40,75,0,0,30,60,0,0,0,0,80,0,0,70,0,0,65,0,0,60,0,0,40,0,0,30,30,20,0,40,0,20,0,0,0,0,0,140,0,100,40,0,0,110,120,120,140,120,0,25,30,0,0,0,0
26/03/2020,第二市場,65,65,28,25,25,70,30,28,40,30,35,45,0,0,0,100,50,0,0,50,0,0,0,0,0,0,0,40,0,0,40,0,100,120,70,0,20,150,0,40,25,150,0,160,0,0,0,350,100,160,0,140,0,0,0,38,55,0,180,160,0
26/03/2020,大甲第二市場,30,50,30,20,25,35,28,22,0,18,0,0,0,0,0,0,50,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,30,120,5,6,0,0,0,0,0,135,120,135,180,150,0,0,0,90,120,0,100
26/03/2020,東光市場,40,55,28,25,25,50,35,35,30,20,35,39,0,0,100,120,45,0,0,40,32,110,0,0,0,0,0,45,0,0,32,20,95,110,65,0,0,150,0,30,25,80,80,90,145,0,300,300,120,140,120,130,260,0,260,38,60,90,135,120,110
26/03/2020,建國市場,30,25,20,15,20,30,20,20,20,20,30,25,25,0,90,90,35,0,0,30,25,120,0,0,0,0,0,30,0,0,25,25,80,60,50,70,20,40,40,30,22,50,80,96,112,160,180,240,120,105,80,110,160,140,180,35,52,75,85,85,70
26/03/2020,豐原第一市場,45,60,25,25,30,50,40,40,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,80,140,160,100,160,380,200,130,140,120,140,180,200,240,38,56,80,100,100,340
26/03/2020,梧棲第一市場,28,50,40,25,25,50,30,35,35,35,30,35,33,0,50,0,35,0,50,50,33,55,50,0,0,0,0,0,0,0,35,35,75,80,35,0,0,130,100,35,30,80,48,100,120,0,120,260,80,105,95,115,0,0,0,35,40,0,110,100,105
26/03/2020,清水第一市場,35,50,20,15,20,30,30,20,35,20,40,30,0,0,0,0,50,0,0,80,0,0,0,0,0,0,0,0,0,0,25,25,120,90,45,0,0,170,0,25,20,50,55,80,110,170,220,200,80,135,115,125,200,160,180,38,46,90,110,110,90
26/03/2020,中義市場,30,49,20,15,25,50,25,25,25,30,25,34,0,0,90,140,35,0,0,35,25,0,0,0,0,0,0,35,0,0,28,25,59,49,0,50,0,100,69,25,35,90,4,8,0,0,16,15,9,110,100,125,210,210,220,38,60,130,150,130,110
26/03/2020,沙鹿市場,25,20,25,20,18,50,35,25,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,100,60,180,200,220,240,350,120,150,130,160,250,240,240,32,35,140,150,140,130
27/03/2020,中義市場,35,60,30,15,20,70,30,30,30,45,25,34,0,0,65,0,39,0,0,65,28,65,0,0,0,0,0,30,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/03/2020,第二市場,65,65,28,25,25,70,30,28,40,30,35,45,0,0,0,100,50,0,0,50,0,0,0,0,0,0,0,40,0,0,40,0,100,120,70,0,20,150,0,40,25,150,0,160,0,0,0,350,100,160,0,140,0,0,0,38,55,0,180,160,0
27/03/2020,清水第一市場,35,50,20,15,20,30,30,20,35,20,40,30,0,0,0,0,50,0,0,80,0,0,0,0,0,0,0,0,0,0,25,25,120,90,45,0,0,170,0,25,20,50,55,80,110,170,220,200,80,135,115,125,200,160,180,38,46,90,110,110,90
27/03/2020,東光市場,40,50,28,25,25,45,35,35,30,20,33,39,0,0,100,120,45,0,0,39,32,110,0,0,0,0,0,45,0,0,32,20,95,110,65,0,0,150,0,30,25,80,80,90,145,0,300,300,120,140,120,130,260,0,260,38,60,90,135,120,110
27/03/2020,建國市場,30,25,20,15,20,30,20,20,20,20,25,25,22,0,90,95,35,0,0,35,22,120,0,0,0,0,0,35,0,0,23,25,95,60,50,75,20,40,40,30,22,50,80,96,112,160,180,240,120,105,80,110,160,140,180,35,52,75,85,85,70
27/03/2020,中義市場,30,49,20,15,25,50,25,25,25,30,25,34,0,0,90,140,35,0,0,35,25,0,0,0,0,0,0,35,0,0,28,25,59,49,0,69,0,100,69,25,35,90,4,8,0,0,16,15,9,110,100,125,210,220,210,38,60,130,150,130,110
27/03/2020,豐原第一市場,45,60,25,25,30,50,40,40,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,80,140,160,100,160,380,200,130,140,120,140,180,200,240,38,56,80,100,100,340
27/03/2020,梧棲第一市場,28,45,45,25,25,50,30,35,35,35,30,35,33,0,50,0,35,0,50,50,33,50,50,0,0,0,0,0,0,0,35,35,70,80,35,0,0,130,100,35,30,80,50,90,115,0,210,260,75,105,95,110,0,0,0,33,40,0,110,100,105
27/03/2020,南屯市場,45,35,15,18,22,45,30,15,38,15,40,50,40,0,0,60,100,0,0,60,40,0,0,0,0,0,0,0,0,0,40,0,100,100,0,60,0,200,65,25,16,130,0,0,0,0,0,0,0,130,90,140,230,230,240,55,61,0,120,0,0
27/03/2020,第五市場,50,0,40,50,30,50,40,75,0,0,30,60,0,0,0,0,80,0,0,70,0,0,65,0,0,60,0,0,40,0,0,0,0,40,0,50,0,25,0,45,0,0,0,0,0,0,40,20,0,120,140,130,140,130,100,25,30,0,0,0,0
27/03/2020,大甲第二市場,35,55,25,30,28,38,30,20,0,20,0,0,0,0,0,0,55,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,6,8,0,0,0,0,0,140,120,130,180,180,0,0,0,100,130,0,140
27/03/2020,沙鹿市場,25,20,25,20,17,50,30,25,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,100,60,140,200,230,240,350,120,150,140,160,250,240,250,32,34,130,140,135,130
28/03/2020,中義市場,35,60,30,15,20,70,30,30,30,45,25,34,0,0,65,0,39,0,0,65,28,65,0,0,0,0,0,30,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/03/2020,第五市場,50,0,40,50,30,50,40,75,0,0,30,60,0,0,0,0,80,0,0,70,0,0,65,0,0,60,0,0,40,0,0,0,0,40,0,45,0,25,0,30,40,0,0,0,0,0,0,0,0,130,140,120,120,0,0,25,30,0,0,0,0
28/03/2020,建國市場,30,25,20,15,20,30,20,20,20,20,25,25,22,0,90,95,35,0,0,35,22,120,0,0,0,0,0,35,0,0,23,25,95,60,50,75,20,40,40,30,22,50,80,96,112,160,180,240,120,105,80,110,160,140,180,35,52,75,85,85,70
28/03/2020,南屯市場,45,35,15,18,22,45,30,15,38,15,40,50,40,0,0,60,100,0,0,60,40,0,0,0,0,0,0,0,0,0,40,0,100,100,0,60,0,200,65,25,16,130,64,80,0,0,0,0,0,120,85,140,230,230,240,55,60,0,120,0,53
28/03/2020,大甲第二市場,35,55,25,30,28,38,30,20,0,20,0,0,0,0,0,0,55,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,6,8,0,0,0,0,0,140,120,130,180,180,0,0,0,100,130,0,140
28/03/2020,東光市場,40,55,28,25,25,50,35,35,30,25,35,35,0,0,100,120,45,0,0,25,32,110,0,0,0,0,0,45,0,0,32,20,95,120,65,0,0,150,0,30,25,80,80,90,145,0,300,300,120,140,120,130,260,0,260,38,60,135,120,110,110
28/03/2020,第二市場,65,65,28,25,25,70,30,28,40,30,35,45,0,0,0,100,50,0,0,50,0,0,0,0,0,0,0,40,0,0,40,0,10000,120,70,0,20,150,0,40,25,150,0,160,0,0,0,350,100,160,0,140,0,0,0,38,55,0,180,160,0
28/03/2020,清水第一市場,35,45,20,15,20,30,30,20,35,20,35,25,0,0,0,100,50,0,0,80,0,0,0,0,0,0,0,0,0,0,25,25,120,100,50,0,0,170,0,25,20,50,55,80,100,150,170,200,80,135,115,125,200,220,250,38,46,90,110,110,90
28/03/2020,豐原第一市場,45,60,25,25,30,50,40,40,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,80,140,160,100,160,380,200,130,140,120,140,180,200,240,38,56,80,100,100,340
28/03/2020,中義市場,30,45,20,15,25,50,25,25,25,30,25,34,0,0,90,100,35,0,0,35,25,0,0,0,0,0,0,40,0,0,28,25,59,49,45,65,22,100,59,25,40,90,4,8,0,0,15,15,9,110,100,125,200,210,210,38,60,130,150,120,100
28/03/2020,梧棲第一市場,28,45,45,25,25,50,30,35,35,35,30,35,33,0,50,0,35,0,50,50,33,55,50,0,0,0,0,0,0,0,35,35,60,80,35,0,0,130,100,35,30,80,50,100,120,0,210,250,75,110,90,110,0,0,0,35,40,0,105,100,100
28/03/2020,沙鹿市場,25,20,25,20,17,60,30,25,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,60,120,240,240,220,300,120,140,130,160,240,220,250,32,33,130,140,130,130
29/03/2020,第五市場,50,0,40,50,30,50,40,75,0,0,30,60,0,0,0,0,80,0,0,70,0,0,65,0,0,60,0,0,40,0,0,0,30,20,0,0,0,0,0,40,30,0,0,0,0,0,0,0,20,120,120,110,140,0,0,25,32,0,0,0,0
29/03/2020,大甲第二市場,35,55,25,30,28,38,30,20,0,20,0,0,0,0,0,0,55,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,6,8,0,0,0,0,0,140,120,130,180,180,0,0,0,100,130,0,140
29/03/2020,東光市場,40,55,28,25,25,45,35,35,30,20,35,35,0,0,100,120,45,0,0,25,32,100,0,0,0,0,0,45,0,0,32,20,95,120,65,0,0,150,0,30,25,85,80,90,145,0,300,300,120,140,120,130,260,0,260,38,60,90,135,120,110
29/03/2020,建國市場,30,25,20,15,20,30,20,20,20,20,25,25,22,0,90,95,35,0,0,35,22,120,0,0,0,0,0,35,0,0,23,25,95,60,50,75,20,40,40,30,22,50,80,96,112,160,180,240,120,105,80,110,160,140,180,35,52,75,85,85,75
29/03/2020,第二市場,65,65,28,25,25,70,30,28,40,30,35,45,0,0,0,100,50,0,0,50,0,0,0,0,0,0,0,40,0,0,40,0,100,120,70,0,20,150,0,40,25,150,0,160,0,0,0,350,100,160,0,140,0,0,0,38,55,0,180,160,0
29/03/2020,豐原第一市場,45,60,25,25,30,50,40,40,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,80,140,160,100,160,380,200,130,140,120,140,180,200,240,38,56,80,100,100,340
29/03/2020,中義市場,30,45,20,15,25,50,25,25,25,30,25,34,0,0,90,100,35,0,0,35,25,0,0,0,0,0,0,40,0,0,28,25,59,49,40,0,22,100,69,25,40,90,4,8,0,0,15,15,9,110,100,125,200,210,210,38,60,130,150,120,100
29/03/2020,梧棲第一市場,30,50,45,25,25,50,30,35,35,35,30,35,33,0,50,0,35,0,50,50,33,50,50,0,0,0,0,0,0,0,35,35,60,85,35,0,0,130,100,33,28,80,52,100,120,0,220,250,75,110,90,110,0,0,0,32,39,0,110,100,105
29/03/2020,沙鹿市場,25,20,25,25,20,60,30,25,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,100,60,120,220,240,240,350,120,150,140,160,240,230,250,30,33,130,150,140,130
30/03/2020,東光市場,40,55,28,25,25,45,35,35,30,20,35,35,0,0,100,120,45,0,0,25,32,110,0,0,0,0,0,45,0,0,32,20,95,0,65,0,0,150,0,30,25,80,80,90,145,0,300,300,120,140,120,130,260,0,260,38,60,90,135,120,110
30/03/2020,建國市場,30,25,20,15,20,30,20,20,20,20,25,25,22,0,90,95,35,0,0,35,22,120,0,0,0,0,0,35,0,0,23,25,95,60,50,75,20,40,40,30,22,50,80,96,112,160,180,240,120,105,80,110,160,140,180,35,52,75,85,85,75
30/03/2020,第五市場,50,0,40,50,30,50,40,75,0,0,30,60,0,0,0,0,80,0,0,70,0,0,65,0,0,60,0,0,40,0,0,0,0,30,0,0,70,0,0,0,50,0,0,0,0,0,40,35,0,140,120,120,100,120,140,25,30,0,0,0,0
30/03/2020,第二市場,65,65,28,25,25,70,30,28,40,30,35,45,0,0,0,100,50,0,0,50,0,0,0,0,0,0,0,40,0,0,40,0,100,120,70,0,20,150,0,40,25,150,0,160,0,0,0,350,100,160,0,140,0,0,0,38,55,0,180,160,0
30/03/2020,豐原第一市場,45,60,25,25,30,50,40,40,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,80,140,160,100,160,380,200,130,140,120,140,180,200,240,38,56,80,100,100,340
30/03/2020,梧棲第一市場,28,45,45,25,25,50,30,33,35,33,30,35,33,0,50,0,35,0,50,50,33,50,50,0,0,0,0,0,0,0,35,35,65,89,35,0,0,125,100,35,30,85,55,100,120,0,210,260,80,110,90,110,0,0,0,35,39,0,105,100,100
30/03/2020,沙鹿市場,25,20,25,20,18,60,30,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,100,60,180,220,240,220,300,100,140,130,150,250,240,230,30,33,130,140,130,130
